event_log_id,event_id,event_name,event_time,insertion_time,event_args,src_mac,src_name,src_util_id,src_device_type,src_event_count,src_admin_state,src_ops_state,src_location_util_id,src_location_type,src_service_pt_util_id,src_service_pt_type,src_addr_line1,src_addr_line2,src_city,src_state,src_postal_code,src_region_code,src_latitude,src_longitude,src_dist_net_transformer_util_id,src_dist_net_feeder_util_id,src_dist_net_substation_util_id,src_dist_net_attr1,src_dist_net_attr2,src_dist_net_attr3,proxy_mac,proxy_name,proxy_util_id,proxy_device_type,event_job_id,event_last_updated_by,event_assigned_to,event_severity,event_category1,event_category2,event_category3,event_text
70329528130,100007,"NIC Power Restore","2024-04-22T11:04:37.000+10:00","2024-04-22T11:04:48.046+10:00","{{001350fffe70dfa9}{26}{2024-04-22T01:04:37.000Z}{2024-04-22T01:04:37.817Z}{unclean}{2024-04-22T01:02:04.000Z}}",00:13:50:ff:fe:70:df:a9,AP2220950311,AP2220950311,Access Point,2,Active,Active,AMI-CP-EST-000000627,Network,,,"19 STILLMAN ST ","WOOD POLE",RICHMOND,VIC,,CitiPower East,-37.821828,145.009972,,,,CITIPOWER,,,00:13:50:ff:fe:70:df:a9,AP2220950311,AP2220950311,Access Point,,,,Clear,EVENT_CAT_NIC_EVENT,,,"NIC Power Restore Trap Received from device: 00:13:50:ff:fe:70:df:a9, Reboot Count: 26, NIC timestamp: 2024-04-22T11:04:37.000+10:00, Received Timestamp: 2024-04-22T11:04:37.817+10:00, Power Restoration Timestamp: 2024-04-22T11:02:04.000+10:00, State: unclean"
70329549692,12012,"NIC Backup Battery Inactive","2024-04-22T11:05:38.804+10:00","2024-04-22T11:05:49.067+10:00","{{001350fffe70dfa9}{26}{14}{2024-04-22T01:05:38.804Z}{2024-04-22T01:05:38.804Z}}",00:13:50:ff:fe:70:df:a9,AP2220950311,AP2220950311,Access Point,4,Active,Active,AMI-CP-EST-000000627,Network,,,"19 STILLMAN ST ","WOOD POLE",RICHMOND,VIC,,CitiPower East,-37.821828,145.009972,,,,CITIPOWER,,,00:13:50:ff:fe:70:df:a9,AP2220950311,AP2220950311,Access Point,,,,Clear,EVENT_CAT_NIC_EVENT,,,"NIC backup battery inactive"
70342264360,100013,"NIC Power Restore Log Entry","2024-04-22T11:08:26.000+10:00","2024-04-22T23:00:22.523+10:00","{{001350fffe70dfa9}{Power Restore Event Log Entry Received. FW Version: 4.6.6001}{2024-04-22T01:08:26.000Z}{26}{0}{}}",00:13:50:ff:fe:70:df:a9,AP2220950311,AP2220950311,Access Point,4,Active,Active,AMI-CP-EST-000000627,Network,,,"19 STILLMAN ST ","WOOD POLE",RICHMOND,VIC,,CitiPower East,-37.821828,145.009972,,,,CITIPOWER,,,00:13:50:ff:fe:70:df:a9,AP2220950311,AP2220950311,Access Point,2959959,,,Information,EVENT_CAT_NIC_EVENT,,,"Device 00:13:50:ff:fe:70:df:a9 alarm Power Restore Event Log Entry Received. FW Version: 4.6.6001 time 2024-04-22T11:08:26.000+10:00 Reboot Count: 26 Flags: 0 Core Data: N/A"
70342264361,300263,"NIC Lua Event","2024-04-22T11:08:27.000+10:00","2024-04-22T23:00:22.523+10:00","{{001350fffe70dfa9}{1}{2}{32}{0}{ap_vars.lua8bcab4c0e02eb20aa724}{Lua initialization script activated.}{LUA_OP_SUCCEEDED}}",00:13:50:ff:fe:70:df:a9,AP2220950311,AP2220950311,Access Point,20,Active,Active,AMI-CP-EST-000000627,Network,,,"19 STILLMAN ST ","WOOD POLE",RICHMOND,VIC,,CitiPower East,-37.821828,145.009972,,,,CITIPOWER,,,00:13:50:ff:fe:70:df:a9,AP2220950311,AP2220950311,Access Point,2959959,,,Information,EVENT_CAT_NIC_EVENT,,,"NIC Lua event for 00:13:50:ff:fe:70:df:a9: type 1 (Lua initialization script activated.), status 2 (LUA_OP_SUCCEEDED), file name length 32, error msg length 0, file name and error - ap_vars.lua8bcab4c0e02eb20aa724"
70342264362,300263,"NIC Lua Event","2024-04-22T11:08:28.000+10:00","2024-04-22T23:00:22.523+10:00","{{001350fffe70dfa9}{1}{2}{32}{0}{ap_init.lua1907e1a20ada84fa315a}{Lua initialization script activated.}{LUA_OP_SUCCEEDED}}",00:13:50:ff:fe:70:df:a9,AP2220950311,AP2220950311,Access Point,20,Active,Active,AMI-CP-EST-000000627,Network,,,"19 STILLMAN ST ","WOOD POLE",RICHMOND,VIC,,CitiPower East,-37.821828,145.009972,,,,CITIPOWER,,,00:13:50:ff:fe:70:df:a9,AP2220950311,AP2220950311,Access Point,2959959,,,Information,EVENT_CAT_NIC_EVENT,,,"NIC Lua event for 00:13:50:ff:fe:70:df:a9: type 1 (Lua initialization script activated.), status 2 (LUA_OP_SUCCEEDED), file name length 32, error msg length 0, file name and error - ap_init.lua1907e1a20ada84fa315a"
70342264363,12209,"Battery Off Alarm Message","2024-04-22T11:08:29.000+10:00","2024-04-22T23:00:22.523+10:00","{{00:13:50:ff:fe:70:df:a9}{26}}",00:13:50:ff:fe:70:df:a9,AP2220950311,AP2220950311,Access Point,4,Active,Active,AMI-CP-EST-000000627,Network,,,"19 STILLMAN ST ","WOOD POLE",RICHMOND,VIC,,CitiPower East,-37.821828,145.009972,,,,CITIPOWER,,,00:13:50:ff:fe:70:df:a9,AP2220950311,AP2220950311,Access Point,2959959,,,Information,EVENT_CAT_NIC_EVENT,,,"Device is running on external power MacID: 00:13:50:ff:fe:70:df:a9, RebootCounter: 26."
70342264364,300263,"NIC Lua Event","2024-04-22T11:08:30.000+10:00","2024-04-22T23:00:22.523+10:00","{{001350fffe70dfa9}{1}{2}{32}{0}{ap_vars.lua8bcab4c0e02eb20aa724}{Lua initialization script activated.}{LUA_OP_SUCCEEDED}}",00:13:50:ff:fe:70:df:a9,AP2220950311,AP2220950311,Access Point,20,Active,Active,AMI-CP-EST-000000627,Network,,,"19 STILLMAN ST ","WOOD POLE",RICHMOND,VIC,,CitiPower East,-37.821828,145.009972,,,,CITIPOWER,,,00:13:50:ff:fe:70:df:a9,AP2220950311,AP2220950311,Access Point,2959959,,,Information,EVENT_CAT_NIC_EVENT,,,"NIC Lua event for 00:13:50:ff:fe:70:df:a9: type 1 (Lua initialization script activated.), status 2 (LUA_OP_SUCCEEDED), file name length 32, error msg length 0, file name and error - ap_vars.lua8bcab4c0e02eb20aa724"
70342264365,300263,"NIC Lua Event","2024-04-22T11:08:31.000+10:00","2024-04-22T23:00:22.523+10:00","{{001350fffe70dfa9}{1}{2}{32}{0}{ap_init.lua1907e1a20ada84fa315a}{Lua initialization script activated.}{LUA_OP_SUCCEEDED}}",00:13:50:ff:fe:70:df:a9,AP2220950311,AP2220950311,Access Point,20,Active,Active,AMI-CP-EST-000000627,Network,,,"19 STILLMAN ST ","WOOD POLE",RICHMOND,VIC,,CitiPower East,-37.821828,145.009972,,,,CITIPOWER,,,00:13:50:ff:fe:70:df:a9,AP2220950311,AP2220950311,Access Point,2959959,,,Information,EVENT_CAT_NIC_EVENT,,,"NIC Lua event for 00:13:50:ff:fe:70:df:a9: type 1 (Lua initialization script activated.), status 2 (LUA_OP_SUCCEEDED), file name length 32, error msg length 0, file name and error - ap_init.lua1907e1a20ada84fa315a"
70342264366,300263,"NIC Lua Event","2024-04-22T11:08:32.000+10:00","2024-04-22T23:00:22.523+10:00","{{001350fffe70dfa9}{2}{2}{32}{0}{ap_cfig.luaefea8e9d330db1419f66}{Lua configuration script activated.}{LUA_OP_SUCCEEDED}}",00:13:50:ff:fe:70:df:a9,AP2220950311,AP2220950311,Access Point,20,Active,Active,AMI-CP-EST-000000627,Network,,,"19 STILLMAN ST ","WOOD POLE",RICHMOND,VIC,,CitiPower East,-37.821828,145.009972,,,,CITIPOWER,,,00:13:50:ff:fe:70:df:a9,AP2220950311,AP2220950311,Access Point,2959959,,,Information,EVENT_CAT_NIC_EVENT,,,"NIC Lua event for 00:13:50:ff:fe:70:df:a9: type 2 (Lua configuration script activated.), status 2 (LUA_OP_SUCCEEDED), file name length 32, error msg length 0, file name and error - ap_cfig.luaefea8e9d330db1419f66"
70342264367,100013,"NIC Power Restore Log Entry","2024-04-22T11:08:33.000+10:00","2024-04-22T23:00:22.523+10:00","{{001350fffe70dfa9}{Power Restore Event Log Entry Received. FW Version: 4.6.6001}{2024-04-22T01:08:33.000Z}{27}{0}{}}",00:13:50:ff:fe:70:df:a9,AP2220950311,AP2220950311,Access Point,4,Active,Active,AMI-CP-EST-000000627,Network,,,"19 STILLMAN ST ","WOOD POLE",RICHMOND,VIC,,CitiPower East,-37.821828,145.009972,,,,CITIPOWER,,,00:13:50:ff:fe:70:df:a9,AP2220950311,AP2220950311,Access Point,2959959,,,Information,EVENT_CAT_NIC_EVENT,,,"Device 00:13:50:ff:fe:70:df:a9 alarm Power Restore Event Log Entry Received. FW Version: 4.6.6001 time 2024-04-22T11:08:33.000+10:00 Reboot Count: 27 Flags: 0 Core Data: N/A"
70342264368,300263,"NIC Lua Event","2024-04-22T11:08:33.000+10:00","2024-04-22T23:00:22.523+10:00","{{001350fffe70dfa9}{1}{2}{32}{0}{ap_vars.lua8bcab4c0e02eb20aa724}{Lua initialization script activated.}{LUA_OP_SUCCEEDED}}",00:13:50:ff:fe:70:df:a9,AP2220950311,AP2220950311,Access Point,20,Active,Active,AMI-CP-EST-000000627,Network,,,"19 STILLMAN ST ","WOOD POLE",RICHMOND,VIC,,CitiPower East,-37.821828,145.009972,,,,CITIPOWER,,,00:13:50:ff:fe:70:df:a9,AP2220950311,AP2220950311,Access Point,2959959,,,Information,EVENT_CAT_NIC_EVENT,,,"NIC Lua event for 00:13:50:ff:fe:70:df:a9: type 1 (Lua initialization script activated.), status 2 (LUA_OP_SUCCEEDED), file name length 32, error msg length 0, file name and error - ap_vars.lua8bcab4c0e02eb20aa724"
70342264369,300263,"NIC Lua Event","2024-04-22T11:08:33.000+10:00","2024-04-22T23:00:22.523+10:00","{{001350fffe70dfa9}{1}{2}{32}{0}{ap_init.lua1907e1a20ada84fa315a}{Lua initialization script activated.}{LUA_OP_SUCCEEDED}}",00:13:50:ff:fe:70:df:a9,AP2220950311,AP2220950311,Access Point,20,Active,Active,AMI-CP-EST-000000627,Network,,,"19 STILLMAN ST ","WOOD POLE",RICHMOND,VIC,,CitiPower East,-37.821828,145.009972,,,,CITIPOWER,,,00:13:50:ff:fe:70:df:a9,AP2220950311,AP2220950311,Access Point,2959959,,,Information,EVENT_CAT_NIC_EVENT,,,"NIC Lua event for 00:13:50:ff:fe:70:df:a9: type 1 (Lua initialization script activated.), status 2 (LUA_OP_SUCCEEDED), file name length 32, error msg length 0, file name and error - ap_init.lua1907e1a20ada84fa315a"
