event_log_id,event_id,event_name,event_time,insertion_time,event_args,src_mac,src_name,src_util_id,src_device_type,src_event_count,src_admin_state,src_ops_state,src_location_util_id,src_location_type,src_service_pt_util_id,src_service_pt_type,src_addr_line1,src_addr_line2,src_city,src_state,src_postal_code,src_region_code,src_latitude,src_longitude,src_dist_net_transformer_util_id,src_dist_net_feeder_util_id,src_dist_net_substation_util_id,src_dist_net_attr1,src_dist_net_attr2,src_dist_net_attr3,proxy_mac,proxy_name,proxy_util_id,proxy_device_type,event_job_id,event_last_updated_by,event_assigned_to,event_severity,event_category1,event_category2,event_category3,event_text
69890169682,12210,"Battery Status Message","2024-04-04T20:49:44.000+11:00","2024-04-04T23:00:17.758+11:00","{{23.25}{17.38}{13.76}{12.47}{Battery Status: Calibration initiated.}}",00:13:50:ff:fe:71:b4:e9,AP2322950383,AP2322950383,Access Point,7,Active,Active,AMI-CP-EST-000005538,Network,,,"45 Vere Street ","WOOD",Richmond,VIC,3121,CitiPower East,-37.813867,144.996991,,,,CITIPOWER,,,00:13:50:ff:fe:71:b4:e9,AP2322950383,AP2322950383,Access Point,2959959,,,Information,EVENT_CAT_NIC_EVENT,,,"Battery Status: Calibration initiated. Charger temperature 23.25 C, Battery temperature 17.38 C, Voltage 13.76 V, Charge current 12.47 mA"
69924942349,12210,"Battery Status Message","2024-04-06T03:04:10.000+11:00","2024-04-06T11:00:18.256+11:00","{{27.25}{20.10}{13.70}{0.00}{Battery Status: Full.}}",00:13:50:ff:fe:71:b4:e9,AP2322950383,AP2322950383,Access Point,7,Active,Active,AMI-CP-EST-000005538,Network,,,"45 Vere Street ","WOOD",Richmond,VIC,3121,CitiPower East,-37.813867,144.996991,,,,CITIPOWER,,,00:13:50:ff:fe:71:b4:e9,AP2322950383,AP2322950383,Access Point,2959959,,,Information,EVENT_CAT_NIC_EVENT,,,"Battery Status: Full. Charger temperature 27.25 C, Battery temperature 20.10 C, Voltage 13.70 V, Charge current 0.00 mA"
69924942350,12210,"Battery Status Message","2024-04-06T03:04:10.000+11:00","2024-04-06T11:00:18.256+11:00","{{27.25}{20.10}{13.70}{0.00}{Battery Status: Calibration done. Coulomb Range 56864,}}",00:13:50:ff:fe:71:b4:e9,AP2322950383,AP2322950383,Access Point,7,Active,Active,AMI-CP-EST-000005538,Network,,,"45 Vere Street ","WOOD",Richmond,VIC,3121,CitiPower East,-37.813867,144.996991,,,,CITIPOWER,,,00:13:50:ff:fe:71:b4:e9,AP2322950383,AP2322950383,Access Point,2959959,,,Information,EVENT_CAT_NIC_EVENT,,,"Battery Status: Calibration done. Coulomb Range 56864, Charger temperature 27.25 C, Battery temperature 20.10 C, Voltage 13.70 V, Charge current 0.00 mA"
71625495757,12210,"Battery Status Message","2024-06-07T02:04:47.000+10:00","2024-06-07T11:00:19.958+10:00","{{18.75}{10.85}{13.90}{9.65}{Battery Status: Calibration initiated.}}",00:13:50:ff:fe:71:b4:e9,AP2322950383,AP2322950383,Access Point,7,Active,Active,AMI-CP-EST-000005538,Network,,,"45 Vere Street ","WOOD",Richmond,VIC,3121,CitiPower East,-37.813867,144.996991,,,,CITIPOWER,,,00:13:50:ff:fe:71:b4:e9,AP2322950383,AP2322950383,Access Point,2959959,,,Information,EVENT_CAT_NIC_EVENT,,,"Battery Status: Calibration initiated. Charger temperature 18.75 C, Battery temperature 10.85 C, Voltage 13.90 V, Charge current 9.65 mA"
71652172995,12210,"Battery Status Message","2024-06-08T07:25:44.000+10:00","2024-06-08T11:00:17.671+10:00","{{21.50}{12.76}{13.86}{0.00}{Battery Status: Full.}}",00:13:50:ff:fe:71:b4:e9,AP2322950383,AP2322950383,Access Point,7,Active,Active,AMI-CP-EST-000005538,Network,,,"45 Vere Street ","WOOD",Richmond,VIC,3121,CitiPower East,-37.813867,144.996991,,,,CITIPOWER,,,00:13:50:ff:fe:71:b4:e9,AP2322950383,AP2322950383,Access Point,2959959,,,Information,EVENT_CAT_NIC_EVENT,,,"Battery Status: Full. Charger temperature 21.50 C, Battery temperature 12.76 C, Voltage 13.86 V, Charge current 0.00 mA"
71652172996,12210,"Battery Status Message","2024-06-08T07:25:44.000+10:00","2024-06-08T11:00:17.671+10:00","{{21.50}{12.76}{13.86}{0.00}{Battery Status: Calibration done. Coulomb Range 54631,}}",00:13:50:ff:fe:71:b4:e9,AP2322950383,AP2322950383,Access Point,7,Active,Active,AMI-CP-EST-000005538,Network,,,"45 Vere Street ","WOOD",Richmond,VIC,3121,CitiPower East,-37.813867,144.996991,,,,CITIPOWER,,,00:13:50:ff:fe:71:b4:e9,AP2322950383,AP2322950383,Access Point,2959959,,,Information,EVENT_CAT_NIC_EVENT,,,"Battery Status: Calibration done. Coulomb Range 54631, Charger temperature 21.50 C, Battery temperature 12.76 C, Voltage 13.86 V, Charge current 0.00 mA"
72223646207,12012,"NIC Backup Battery Inactive","2024-06-27T15:48:43.950+10:00","2024-06-27T15:48:54.046+10:00","{{001350fffe71b4e9}{69}{15}{2024-06-27T05:48:43.950Z}{2024-06-27T05:48:43.950Z}}",00:13:50:ff:fe:71:b4:e9,AP2322950383,AP2322950383,Access Point,1,Active,Active,AMI-CP-EST-000005538,Network,,,"45 Vere Street ","WOOD",Richmond,VIC,3121,CitiPower East,-37.813867,144.996991,,,,CITIPOWER,,,00:13:50:ff:fe:71:b4:e9,AP2322950383,AP2322950383,Access Point,,,,Clear,EVENT_CAT_NIC_EVENT,,,"NIC backup battery inactive"
72233027674,100013,"NIC Power Restore Log Entry","2024-06-27T16:45:13.000+10:00","2024-06-27T23:00:19.115+10:00","{{001350fffe71b4e9}{Power Restore Event Log Entry Received. FW Version: 5.4.6043}{2024-06-27T06:45:13.000Z}{69}{1}{die_image_version = 4.8.6002 , die_data = [ die_line = 171 , die_module = failover.c ]}}",00:13:50:ff:fe:71:b4:e9,AP2322950383,AP2322950383,Access Point,1,Active,Active,AMI-CP-EST-000005538,Network,,,"45 Vere Street ","WOOD",Richmond,VIC,3121,CitiPower East,-37.813867,144.996991,,,,CITIPOWER,,,00:13:50:ff:fe:71:b4:e9,AP2322950383,AP2322950383,Access Point,2959959,,,Information,EVENT_CAT_NIC_EVENT,,,"Device 00:13:50:ff:fe:71:b4:e9 alarm Power Restore Event Log Entry Received. FW Version: 5.4.6043 time 2024-06-27T16:45:13.000+10:00 Reboot Count: 69 Flags: 1 Core Data: die_image_version = 4.8.6002 , die_data = [ die_line = 171 , die_module = failover.c ]"
72233027675,300263,"NIC Lua Event","2024-06-27T16:45:13.000+10:00","2024-06-27T23:00:19.115+10:00","{{001350fffe71b4e9}{1}{2}{32}{0}{ap_vars.luaf2537dad74efaa85f947}{Lua initialization script activated.}{LUA_OP_SUCCEEDED}}",00:13:50:ff:fe:71:b4:e9,AP2322950383,AP2322950383,Access Point,5,Active,Active,AMI-CP-EST-000005538,Network,,,"45 Vere Street ","WOOD",Richmond,VIC,3121,CitiPower East,-37.813867,144.996991,,,,CITIPOWER,,,00:13:50:ff:fe:71:b4:e9,AP2322950383,AP2322950383,Access Point,2959959,,,Information,EVENT_CAT_NIC_EVENT,,,"NIC Lua event for 00:13:50:ff:fe:71:b4:e9: type 1 (Lua initialization script activated.), status 2 (LUA_OP_SUCCEEDED), file name length 32, error msg length 0, file name and error - ap_vars.luaf2537dad74efaa85f947"
72233027676,300263,"NIC Lua Event","2024-06-27T16:45:13.000+10:00","2024-06-27T23:00:19.115+10:00","{{001350fffe71b4e9}{1}{2}{32}{0}{ap_init.lua1907e1a20ada84fa315a}{Lua initialization script activated.}{LUA_OP_SUCCEEDED}}",00:13:50:ff:fe:71:b4:e9,AP2322950383,AP2322950383,Access Point,5,Active,Active,AMI-CP-EST-000005538,Network,,,"45 Vere Street ","WOOD",Richmond,VIC,3121,CitiPower East,-37.813867,144.996991,,,,CITIPOWER,,,00:13:50:ff:fe:71:b4:e9,AP2322950383,AP2322950383,Access Point,2959959,,,Information,EVENT_CAT_NIC_EVENT,,,"NIC Lua event for 00:13:50:ff:fe:71:b4:e9: type 1 (Lua initialization script activated.), status 2 (LUA_OP_SUCCEEDED), file name length 32, error msg length 0, file name and error - ap_init.lua1907e1a20ada84fa315a"
