event_log_id,event_id,event_name,event_time,insertion_time,event_args,src_mac,src_name,src_util_id,src_device_type,src_event_count,src_admin_state,src_ops_state,src_location_util_id,src_location_type,src_service_pt_util_id,src_service_pt_type,src_addr_line1,src_addr_line2,src_city,src_state,src_postal_code,src_region_code,src_latitude,src_longitude,src_dist_net_transformer_util_id,src_dist_net_feeder_util_id,src_dist_net_substation_util_id,src_dist_net_attr1,src_dist_net_attr2,src_dist_net_attr3,proxy_mac,proxy_name,proxy_util_id,proxy_device_type,event_job_id,event_last_updated_by,event_assigned_to,event_severity,event_category1,event_category2,event_category3,event_text
70385512595,100007,"NIC Power Restore","2024-04-24T14:30:57.000+10:00","2024-04-24T14:31:09.045+10:00","{{001350fffe70df93}{31}{2024-04-24T04:30:57.000Z}{2024-04-24T04:30:58.412Z}{unclean}{2024-04-24T04:28:21.000Z}}",00:13:50:ff:fe:70:df:93,AP2220950297,AP2220950297,Access Point,1,Active,Active,AMI-CP-EST-000005237,Network,,,"57 Kooyongkoot Rd  (1 Kembla Street -old) ","Wooden pole",Hawthorn,VIC,3122,CitiPower East,-37.833522,145.038718,,,,CITIPOWER,,,00:13:50:ff:fe:70:df:93,AP2220950297,AP2220950297,Access Point,,,,Clear,EVENT_CAT_NIC_EVENT,,,"NIC Power Restore Trap Received from device: 00:13:50:ff:fe:70:df:93, Reboot Count: 31, NIC timestamp: 2024-04-24T14:30:57.000+10:00, Received Timestamp: 2024-04-24T14:30:58.412+10:00, Power Restoration Timestamp: 2024-04-24T14:28:21.000+10:00, State: unclean"
70385512894,12012,"NIC Backup Battery Inactive","2024-04-24T14:31:45.537+10:00","2024-04-24T14:31:56.063+10:00","{{001350fffe70df93}{31}{14}{2024-04-24T04:31:45.537Z}{2024-04-24T04:31:45.537Z}}",00:13:50:ff:fe:70:df:93,AP2220950297,AP2220950297,Access Point,3,Active,Active,AMI-CP-EST-000005237,Network,,,"57 Kooyongkoot Rd  (1 Kembla Street -old) ","Wooden pole",Hawthorn,VIC,3122,CitiPower East,-37.833522,145.038718,,,,CITIPOWER,,,00:13:50:ff:fe:70:df:93,AP2220950297,AP2220950297,Access Point,,,,Clear,EVENT_CAT_NIC_EVENT,,,"NIC backup battery inactive"
70395252138,100013,"NIC Power Restore Log Entry","2024-04-24T14:34:30.000+10:00","2024-04-24T23:00:26.074+10:00","{{001350fffe70df93}{Power Restore Event Log Entry Received. FW Version: 4.6.6001}{2024-04-24T04:34:30.000Z}{31}{0}{}}",00:13:50:ff:fe:70:df:93,AP2220950297,AP2220950297,Access Point,3,Active,Active,AMI-CP-EST-000005237,Network,,,"57 Kooyongkoot Rd  (1 Kembla Street -old) ","Wooden pole",Hawthorn,VIC,3122,CitiPower East,-37.833522,145.038718,,,,CITIPOWER,,,00:13:50:ff:fe:70:df:93,AP2220950297,AP2220950297,Access Point,2959959,,,Information,EVENT_CAT_NIC_EVENT,,,"Device 00:13:50:ff:fe:70:df:93 alarm Power Restore Event Log Entry Received. FW Version: 4.6.6001 time 2024-04-24T14:34:30.000+10:00 Reboot Count: 31 Flags: 0 Core Data: N/A"
70395252139,300263,"NIC Lua Event","2024-04-24T14:34:30.000+10:00","2024-04-24T23:00:26.074+10:00","{{001350fffe70df93}{1}{2}{32}{0}{ap_vars.lua16bc1a34f2592fd1d100}{Lua initialization script activated.}{LUA_OP_SUCCEEDED}}",00:13:50:ff:fe:70:df:93,AP2220950297,AP2220950297,Access Point,15,Active,Active,AMI-CP-EST-000005237,Network,,,"57 Kooyongkoot Rd  (1 Kembla Street -old) ","Wooden pole",Hawthorn,VIC,3122,CitiPower East,-37.833522,145.038718,,,,CITIPOWER,,,00:13:50:ff:fe:70:df:93,AP2220950297,AP2220950297,Access Point,2959959,,,Information,EVENT_CAT_NIC_EVENT,,,"NIC Lua event for 00:13:50:ff:fe:70:df:93: type 1 (Lua initialization script activated.), status 2 (LUA_OP_SUCCEEDED), file name length 32, error msg length 0, file name and error - ap_vars.lua16bc1a34f2592fd1d100"
70395252140,300263,"NIC Lua Event","2024-04-24T14:34:30.000+10:00","2024-04-24T23:00:26.074+10:00","{{001350fffe70df93}{1}{2}{32}{0}{ap_init.lua1907e1a20ada84fa315a}{Lua initialization script activated.}{LUA_OP_SUCCEEDED}}",00:13:50:ff:fe:70:df:93,AP2220950297,AP2220950297,Access Point,15,Active,Active,AMI-CP-EST-000005237,Network,,,"57 Kooyongkoot Rd  (1 Kembla Street -old) ","Wooden pole",Hawthorn,VIC,3122,CitiPower East,-37.833522,145.038718,,,,CITIPOWER,,,00:13:50:ff:fe:70:df:93,AP2220950297,AP2220950297,Access Point,2959959,,,Information,EVENT_CAT_NIC_EVENT,,,"NIC Lua event for 00:13:50:ff:fe:70:df:93: type 1 (Lua initialization script activated.), status 2 (LUA_OP_SUCCEEDED), file name length 32, error msg length 0, file name and error - ap_init.lua1907e1a20ada84fa315a"
70395252141,12209,"Battery Off Alarm Message","2024-04-24T14:34:30.000+10:00","2024-04-24T23:00:26.074+10:00","{{00:13:50:ff:fe:70:df:93}{31}}",00:13:50:ff:fe:70:df:93,AP2220950297,AP2220950297,Access Point,3,Active,Active,AMI-CP-EST-000005237,Network,,,"57 Kooyongkoot Rd  (1 Kembla Street -old) ","Wooden pole",Hawthorn,VIC,3122,CitiPower East,-37.833522,145.038718,,,,CITIPOWER,,,00:13:50:ff:fe:70:df:93,AP2220950297,AP2220950297,Access Point,2959959,,,Information,EVENT_CAT_NIC_EVENT,,,"Device is running on external power MacID: 00:13:50:ff:fe:70:df:93, RebootCounter: 31."
70395252142,300263,"NIC Lua Event","2024-04-24T14:34:30.000+10:00","2024-04-24T23:00:26.074+10:00","{{001350fffe70df93}{1}{2}{32}{0}{ap_vars.lua16bc1a34f2592fd1d100}{Lua initialization script activated.}{LUA_OP_SUCCEEDED}}",00:13:50:ff:fe:70:df:93,AP2220950297,AP2220950297,Access Point,15,Active,Active,AMI-CP-EST-000005237,Network,,,"57 Kooyongkoot Rd  (1 Kembla Street -old) ","Wooden pole",Hawthorn,VIC,3122,CitiPower East,-37.833522,145.038718,,,,CITIPOWER,,,00:13:50:ff:fe:70:df:93,AP2220950297,AP2220950297,Access Point,2959959,,,Information,EVENT_CAT_NIC_EVENT,,,"NIC Lua event for 00:13:50:ff:fe:70:df:93: type 1 (Lua initialization script activated.), status 2 (LUA_OP_SUCCEEDED), file name length 32, error msg length 0, file name and error - ap_vars.lua16bc1a34f2592fd1d100"
70395252143,300263,"NIC Lua Event","2024-04-24T14:34:30.000+10:00","2024-04-24T23:00:26.074+10:00","{{001350fffe70df93}{1}{2}{32}{0}{ap_init.lua1907e1a20ada84fa315a}{Lua initialization script activated.}{LUA_OP_SUCCEEDED}}",00:13:50:ff:fe:70:df:93,AP2220950297,AP2220950297,Access Point,15,Active,Active,AMI-CP-EST-000005237,Network,,,"57 Kooyongkoot Rd  (1 Kembla Street -old) ","Wooden pole",Hawthorn,VIC,3122,CitiPower East,-37.833522,145.038718,,,,CITIPOWER,,,00:13:50:ff:fe:70:df:93,AP2220950297,AP2220950297,Access Point,2959959,,,Information,EVENT_CAT_NIC_EVENT,,,"NIC Lua event for 00:13:50:ff:fe:70:df:93: type 1 (Lua initialization script activated.), status 2 (LUA_OP_SUCCEEDED), file name length 32, error msg length 0, file name and error - ap_init.lua1907e1a20ada84fa315a"
70395252144,300263,"NIC Lua Event","2024-04-24T14:34:30.000+10:00","2024-04-24T23:00:26.074+10:00","{{001350fffe70df93}{2}{2}{32}{0}{ap_cfig.luaefea8e9d330db1419f66}{Lua configuration script activated.}{LUA_OP_SUCCEEDED}}",00:13:50:ff:fe:70:df:93,AP2220950297,AP2220950297,Access Point,15,Active,Active,AMI-CP-EST-000005237,Network,,,"57 Kooyongkoot Rd  (1 Kembla Street -old) ","Wooden pole",Hawthorn,VIC,3122,CitiPower East,-37.833522,145.038718,,,,CITIPOWER,,,00:13:50:ff:fe:70:df:93,AP2220950297,AP2220950297,Access Point,2959959,,,Information,EVENT_CAT_NIC_EVENT,,,"NIC Lua event for 00:13:50:ff:fe:70:df:93: type 2 (Lua configuration script activated.), status 2 (LUA_OP_SUCCEEDED), file name length 32, error msg length 0, file name and error - ap_cfig.luaefea8e9d330db1419f66"
70395252145,12210,"Battery Status Message","2024-04-24T14:34:30.000+10:00","2024-04-24T23:00:26.074+10:00","{{25.87}{19.56}{13.35}{458.55}{Battery Status: Calibration initiated.}}",00:13:50:ff:fe:70:df:93,AP2220950297,AP2220950297,Access Point,9,Active,Active,AMI-CP-EST-000005237,Network,,,"57 Kooyongkoot Rd  (1 Kembla Street -old) ","Wooden pole",Hawthorn,VIC,3122,CitiPower East,-37.833522,145.038718,,,,CITIPOWER,,,00:13:50:ff:fe:70:df:93,AP2220950297,AP2220950297,Access Point,2959959,,,Information,EVENT_CAT_NIC_EVENT,,,"Battery Status: Calibration initiated. Charger temperature 25.87 C, Battery temperature 19.56 C, Voltage 13.35 V, Charge current 458.55 mA"
